,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,County,Eircode,School Latitude,School Longitude,School Planning area,Local Authority,Principal Name,Email,Phone,Pupil Attendance Type,School Gender - Post Primary,Post Primary School Type,Fee Paying School (Y/N),DEIS (Y/N),Gaeltacht Area Location (Y/N),Island Location (Y/N),Irish Classification - Post Primary,Ethos/Religion,FEMALE,MALE,Total 2025-2026
2025,68346T,BELMAYNE EDUCATE TOGETHER SECONDARY SCHOOL,Belmayne Avenue,Dublin 13,,,Dublin,D13H2VR,53.402962,-6.170037,Donaghmede_Howth_D13,Fingal County Council,MS. ASHLING KENEVEY,info@belmayneetss.ie,01-5392455,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,256,339,595
2025,68347V,Galway City & Oranmore Educate Together Secondary School,Newtownsmith,Galway City Centre,Galway,,Galway,H91DP11,53.274795,-9.054039,Galway City,Galway City Council,MS. SARAH MOLLOY,admin@galwayetss.ie,091 394262,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,183,196,379
2025,68348A,Laytown & Drogheda Educate Together Secondary School,Colpe East,Drogheda,Co Meath,,Meath,A92K0VC,53.708837,-6.297774,Drogheda,Meath County Council,SUSAN CAMPBELL,office@droghedaetss.ie,0419749803,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,247,273,520
2025,68365A,Harolds Cross Educate Together Secondary School,151 -153 Harold's Cross Road,Dublin 6W,,,Dublin,D6WHP44,53.323647,-6.277665,Dublin6_Clonskeagh,Dublin City Council,MR. PADRAIG CONATY,Office@hcetss.ie,015077280,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,199,238,437
2025,68366C,Goatstown Educate Together Secondary School,Goatstown Road,Dublin 14,,,Dublin,D14X0A9,53.294925,-6.232869,Goatstown_Stillorgan_DLR,Dun Laoghaire Rathdown,MR. MATTHEW QUINN,office@goatstownetss.ie,012964449,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,164,202,366
2025,68385G,Le Cheile Secondary School Ballincollig,Innishmore,Ballincollig,,,Cork,P31A072,558500.832936822,51.890167,Ballincollig,Cork City Council,MS. NICOLA O CALLAGHAN,info@lecheileballincollig.ie,0212362879,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,121,133,254
2025,68386I,Gorey Educate Together Secondary School,Fort Road,Gorey,Co.Wexford,,Wexford,Y25A7V7,52.682304,-6.301055,Gorey,Wexford County Council,MR. CONOR BERRY,admin@goreyetss.ie,0539189359,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,143,180,323
2025,68387K,Blackrock Educate Together Secondary School,Tully Park,Cherrywood,Dublin 18,,Dublin,,53.245403,-6.15449,Sallynoggin_Killiney_DLR,Dun Laoghaire Rathdown,MR. DONAL EVOY,office@blackrocketss.ie,019120440,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,102,134,236
2025,68405J,Coláiste Muire Máthair,St. Mary's Road,Galway,,,Galway,H91H7F8,53.271062,-9.067111,Galway City,Galway City Council,MISS CLAIRE MAC LOUGHLIN,principal@cmmg.ie,091 521984,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,316,422,738
2025,68425P,Coláiste Abhainn Rí,Callan North,Callan,,,Kilkenny,R95N267,52.547748,-7.388513,Callan,Kilkenny County Council,MR. ANTHONY LEAHY,principal@abhainnri.ie,0567813132,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,283,423,706
2025,68445V,St. Seton's Secondary School,Le Fanu Road,Ballyfermot,,Dublin 10,Dublin,,53.344801,-6.354694,Ballyfermot_D10,Dublin City Council,MS. SARAH GREEN,sgreen@stsetons.ie,01 626 4943,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,OTHER/UNKNOWN,408,333,741
2025,68466G,High Cross College,North Campus,Currylea,Tuam,Co Galway,Galway,H54V260,53.517751,-8.850187,Tuam,Galway County Council,MS. NEASA COSGROVE,office@highcrosscollege.ie,09324575,Day,Mixed,Secondary,N,N,N,N,No subjects taught through Irish,CATHOLIC,749,28,777
2025,68485K,Clonfert College,Ballinasloe,Ballinasloe,Co Galway,,Galway,H53CP40,53.322304,-8.246749,Ballinasloe,Galway County Council,MR. PAURIC HANLON,,0909642206,Day,Mixed,Secondary,N,Y,N,N,No subjects taught through Irish,CATHOLIC,466,460,926
2025,70010V,Balbriggan Community College,Pine Ridge,Chapel St.,Balbriggan,Co Dublin,Dublin,K32HE19,719884.688276604,53.611254,Balbriggan,Fingal County Council,EMMETT SHERIDAN,emmetsheridan@balbriggancc.net,018412388,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,259,427,686
2025,70020B,Grange Community College,Grange Abbey Road,Donaghmede,Dublin 13,,Dublin,D13NX25,53.40048,-6.157059,Donaghmede_Howth_D13,Dublin City Council,GEORGINA DOWNES,grangeccadmin@ddletb.ie,018471422,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,283,270,553
2025,70021D,Coláiste de hÍde,Br Chaisleáin Thigh Mótháin,Tamhlacht,,Baile Atha Cliath 24,Dublin,D24NP82,710026.699345398,53.301247,Tallaght,South Dublin County Council,SARAH NÍ MHUIRÍ,eolas@colaistedehide.ie,014513984,Day,Mixed,Vocational,N,Y,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,137,129,266
2025,70040H,Deansrath Community College,Westbourne Rise,Clondalkin,Dublin 22,,Dublin,D22RY77,705229.257269459,53.324144,Clondalkin_D22,South Dublin County Council,HELEN TAYLOR,info@deansrathcc.ie,014574144,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,172,253,425
2025,70041J,Collinstown Park Community College,Neilstown Rd.,Rowlagh,Clondalkin,Dublin 22,Dublin,D22X458,706805.270412059,53.341288,Palmerstown_Ronanstown_D20_22,South Dublin County Council,ÁINE MCGRATH,collinstown@collinstownpark.ie,014572300,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,299,331,630
2025,70042L,St Kevin's Community College,Fonthill Road,Clondalkin,Dublin 22,,Dublin,D22K314,706156.189058816,53.352914,Lucan,South Dublin County Council,TONY BARRY,admin@stkevinscc.ie,016266277,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,242,283,525
2025,70080T,Lucan Community College,Esker Drive,Lucan,Co Dublin,,Dublin,K78TF67,703218.904465515,53.34767,Lucan,South Dublin County Council,STEPHEN BRETT,admin@lucancc.ie,016282077,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,444,522,966
2025,70081V,Rath Dara Community College,Rath Dara Community College,Blanchardstown Road North,Dublin 15,,Dublin,D15P380,53.401924,-6.379346,Mulhuddart_Tyrrelstown_D15,Fingal County Council,EMILY BOYLE,rcc@ddletb.ie,018201488,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,147,176,323
2025,70100W,Coláiste Chilliain,Bóthar Nangor,Cluain Dolcáin,Baile Atha Cliath 22,,Dublin,D22EW08,706420.527661518,53.323818,Clondalkin_D22,South Dublin County Council,MARTHA NÍ CHATHASAIGH,eolas@colaistechilliain.ie,014574888,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,224,176,400
2025,70120F,St Finians Community College,Castlefarm,Swords,Co Dublin,,Dublin,K67YN93,717883.453564542,53.465233,Swords,Fingal County Council,JOHN PAUL REILLY,stfinians@ddletb.ie,018402623,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,321,350,671
2025,70121H,Fingal Community College,Seatown Road,Swords,Co Dublin,,Dublin,K67E330,718415.462915072,53.460697,Swords,Fingal County Council,MAIREAD O HALLORAN,office@fingalcc.ie,018405829,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,423,441,864
2025,70130I,Greenhills College,Limekiln Avenue,Greenhills,Dublin 12,,Dublin,D12DP8W,710954.750163586,53.307199,Dolphin's Barn_D12,South Dublin County Council,NOIRIN LANNON,admin@greenhillscollege.ie,014507779,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,0,186,186
2025,70140L,Firhouse Community College,Firhouse Road,Dublin 24,,,Dublin,D24HY03,710132.350761394,53.276203,Firhouse_Oldbawn,South Dublin County Council,SENAN NOLAN,firhousecc@ddletb.ie,014525807,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,404,421,825
2025,70141N,Mount Seskin Community College,Jobstown,Tallaght,Dublin 24,,Dublin,D24K033,706024.465057885,53.278795,Tallaght,South Dublin County Council,AISLING RYAN,aishlingryan@ddletb.ie,014525788,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,177,173,350
2025,70150O,Cabra Community College,Kilkieran Road,Cabra,Dublin 7,,Dublin,D07XC84,53.368768,-6.294265,Cabra_Phibsboro_D7,Dublin City Council,MR NEIL FLATHERTY,info@cabracc.cdetb.ie,018389577,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,111,153,264
2025,70160R,Clogher Road Community College,Clogher Road,Crumlin,Dublin 12,,Dublin,D12YP11,53.327314,-6.294598,Dolphin's Barn_D12,Dublin City Council,LESLEY BYRNE,info@clogher.cdetb.ie,014536397,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,120,177,297
2025,70180A,Coláiste Eoin,Cappagh Road,Finglas West,Dublin 11,,Dublin,D11AY65,53.388041,-6.309375,Scribblestown_FinglasWest,Dublin City Council,NEIL DUNPHY,info@eoin.cdetb.ie,018341426,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,89,168,257
2025,70200D,Ringsend College,Cambridge Road,Ringsend,Dublin 4,,Dublin,D04N227,53.343798,-6.224043,Dublin2_Dublin4,Dublin City Council,JONATHAN WALKER,info@ringsend.cdetb.ie,016684498,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,115,76,191
2025,70240P,Kylemore College,Kylemore Road,Ballyfermot,Dublin 10,,Dublin,D10RY73,53.345117,-6.351674,Ballyfermot_D10,Dublin City Council,MS DEIRDRE NOLAN,info@kylemore.cdetb.ie,016265901,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,222,257,479
2025,70250S,Marino College,14-20 Marino Mart,Fairview,Dublin 3,,Dublin,D03DR72,53.36441,-6.231585,Drumcondra_Marino_Dublin1,Dublin City Council,LISA REID,info@marino.cdetb.ie,018332100,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,143,154,297
2025,70260V,St Mac Dara's Community College,St. Mac Dara's Community College,Wellington Lane,Templeogue,Dublin 6W,Dublin,D6WEW83,711484.529167957,53.2973,Dublin_6w,South Dublin County Council,FRANCES GIBSON,info@stmacdaras.ie,014566216,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,452,463,915
2025,70321P,Ellenfield Community College,The Thatch Road,Whitehall,Dublin 9,,Dublin,D09RHN3,53.384002,-6.240501,Beaumont_CoolockD5,Dublin City Council,AISLING ROCHE,info@ecc.cdetb.ie,018375712,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,79,71,150
2025,70330Q,Coolock Community College,Clonshaugh Road,Coolock,Dublin 17,,Dublin,D17KH66,53.396803,-6.213119,Beaumont_CoolockD5,Dublin City Council,SARAH FERNS,info@coolockcc.cdetb.ie,018481337,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,85,120,205
2025,70350W,St Bricin's College,"Railway Road,","Belturbet,",Co. Cavan,,Cavan,H14P896,54.099415,-7.443474,Belturbet,Cavan County Council,MS JODY Ó'GALLACHÓIR,info@stbricinscollege.ie,0499522170,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,139,142,281
2025,70360C,St. Mogue's College,Bawnboy,Co Cavan,,,Cavan,H14VW13,54.122298,-7.677955,Bawnboy,Cavan County Council,ANN CONAGHAN,roisinneary@stmoguescollege.ie,0499523112,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,175,135,310
2025,70380I,Breifne College,Cootehill Rd,Cavan,Co Cavan,,Cavan,H12H798,54.009567,-7.346224,Cavan,Cavan County Council,BREEGE REILLY (ACTING),info@breifnecollege.ie,0494331735,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,521,385,906
2025,70390L,Virginia College,Virginia,Co Cavan,,,Cavan,A82X224,53.831211,-7.084245,Virginia,Cavan County Council,NIALL LYNCH,info@virginiacollege.ie,0498547050,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,385,424,809
2025,70400L,Borris College,Borris,Co Carlow,,,Carlow,R95Y778,52.5972,-6.917788,Borris,Carlow County Council,PAT COFFEY,pat.coffey@borriscollege.ie,0599773155,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,263,295,558
2025,70410O,Coláiste Eoin,Hacketstown,Co Carlow,,,Carlow,R93CY86,52.861469,-6.553467,Hacketstown,Carlow County Council,MR ALAN COSTELLO,info@ceh.ie,0596471198,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,195,163,358
2025,70420R,Tyndall College,Mortarstown,Kilkenny Road,Co. Carlow,,Carlow,R93N5V2,52.818676,-6.943685,Carlow,Carlow County Council,GERRY MCGILL,tyndall.info@kilkennycarlowetb.ie,0599182250,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,532,516,"1,048"
2025,70430U,Coláiste Aindriú,Muine Bheag,Co Carlow,,,Carlow,R21EH27,52.702143,-6.950729,Bagenalstown,Carlow County Council,SHARON COFFEY,sarah.kennedy@colaisteaindriu.ie,0599721335,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,53,89,142
2025,70440A,Gaelcholáiste Cheatharlach,Easca,Ceatharlach,,,Carlow,R93HY89,52.836841,-6.910891,Carlow,Carlow County Council,ORLAGH NI FHADAN,eolas@gcc-cw.ie,0599132130,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,192,150,342
2025,70450D,Killarney Community College,New Road,Killarney,Co Kerry,V93NA48,Kerry,V93NA48,52.062372,-9.519188,Killarney,Kerry County Council,STELLA LOUGHNANE,admin@killarneycc.ie,0646632164,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,240,229,469
2025,70460G,Community College Killorglin,Killorglin,Co Kerry,,,Kerry,V93PY05,52.099953,-9.784108,Killorglin_Milltown,Kerry County Council,FIONA O'BRIEN,info@killorglincc.ie,0669761168,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,138,147,285
2025,70500P,Coláiste na Ríochta,"Upper Church St.,",Listowel,Co. Kerry,,Kerry,V31WD34,52.448375,-9.479134,Listowel,Kerry County Council,ISEULT GLYNN,info@colaistenariochta.ie,06821023,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,78,100,178
2025,70520V,Castleisland Community College,Tonbwee,Castleisland,Co.Kerry,,Kerry,V92P528,52.227299,-9.456706,Castleisland,Kerry County Council,MAIREAD CORRIDAN,info@castleislandcc.com,0667141196,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,221,231,452
2025,70540E,Causeway Comprehensive School,Causeway,Tralee,Co Kerry,,Kerry,V92EP46,52.411878,-9.736091,Causeway,Kerry County Council,MR CATHAL FITZGERALD,admin@causewaycs.ie,0667131197,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,334,312,646
2025,70550H,Coláiste Gleann Lí Post Primary School,Clash Road,Tralee,,,Kerry,V92XR81,52.272477,-9.686207,Tralee,Kerry County Council,CHARLIE O DOHERTY,office@gleannli.ie,0667122552,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,121,158,279
2025,70560K,Gaelcholáiste Chiarraí,An Chluain Mhór,Trá Lí,Co Chiarraí,,Kerry,V92V82V,52.266113,-9.69113,Tralee,Kerry County Council,RUAIRÍ Ó CINNÉIDE,eolas@gcchiarrai.ie,0667121650,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,186,126,312
2025,70570N,Scoil Aireagail,Ballyhale,Co. Kilkenny,,,Kilkenny,R95AH30,52.478746,-7.213059,Ballyhale,Kilkenny County Council,HELEN MCTIGUE,info@scoilaireagail.ie,0567768632,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,95,109,204
2025,70590T,Duiske College,Graignamanagh,Co Kilkenny,,,Kilkenny,R95RR94,52.539894,-6.957376,Graignamanagh,Kilkenny County Council,GEORGINA MURPHY,info@duiskecollege.ie,0599724177,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,70,71,141
2025,70600T,Coláiste Mhuire,Johnstown,Co Kilkenny,,,Kilkenny,E41H978,52.744359,-7.559445,Johnstown,Kilkenny County Council,MARTIN GLEESON,info@colaistemhuirekk.ie,0568831135,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,281,378,659
2025,70610W,City Vocational School,"New Street,",Kilkenny,,,Kilkenny,R95HW74,52.647778,-7.254474,Kilkenny,Kilkenny County Council,CATHY MCSORLEY,info@kcvs.ie,0567722108,Day,Mixed,Vocational,N,Y,N,N,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL,130,170,300
2025,70620C,Coláiste Cois Siúire,Mooncoin,Co Kilkenny,,,Kilkenny,X91Y168,52.290332,-7.246717,Mooncoin,Kilkenny County Council,CONOR POWER,info@colaistecoissiuire.ie,051895112,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,62,105,167
2025,70640I,Grennan College,Ladywell St,Thomastown,Co Kilkenny,,Kilkenny,R95T959,52.5283,-7.142545,Thomastown,Kilkenny County Council,SEAN OG O'SULLIVAN,info@grennancollege.ie,0567724112,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,147,187,334
2025,70641K,Coláiste Pobail Osraí,Bóthar Urmhumhan,Cill Chainnigh,,,Kilkenny,R95X510,52.648783,-7.252869,Kilkenny,Kilkenny County Council,CATHNIA Ó MUIRCHEARTAIGH,oifig@osrai.ie,0567764557,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,98,116,214
2025,70650L,Athy Community College,Tomard,Athy,Co Kildare,,Kildare,R14KT50,53.001559,-6.986399,Athy,Kildare County Council,CIANA ENNIS,mail@athycollege.ie,0598631795,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,303,343,646
2025,70660O,Curragh Community College,McSwiney Road,Curragh,Co Kildare,,Kildare,R56FW68,53.147578,-6.833804,Curragh,Kildare County Council,NESSA DOYLE,nessadoyle@kwetb.ie,045441809,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,147,141,288
2025,70670R,Colaiste Lorcain,Castledermot,Co. Kildare,,,Kildare,R14X620,52.909025,-6.838199,Castledermot,Kildare County Council,ERIC GAUGHRAN,info@colaistelorcain.com,0599144167,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,166,168,334
2025,70680U,St Conleth's Community College,Station Road,Newbridge,Co Kildare,,Kildare,W12C432,53.182507,-6.800841,Newbridge,Kildare County Council,PATRICIA O'BRIEN,admin@stconlethcc365.ie,045431417,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,382,370,752
2025,70691C,Confey Community College,Confey,Leixlip,Co Kildare,,Kildare,W23VH66,53.373231,-6.498517,Leixlip,Kildare County Council,MIKE O BYRNE,info@confeycollege.org,016245322,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,459,475,934
2025,70700A,Maynooth Post Primary School,Mariavilla,Moyglare Road,Maynooth,Co. Kildare,Kildare,W23X6X8,53.395526,-6.600029,Maynooth,Kildare County Council,MR. JOHNNY NEVIN,principal@mpps.ie,016286060,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,475,543,"1,018"
2025,70710D,Piper's Hill College,Killashee,Naas,Co. Kildare,,Kildare,W91RW14,53.195307,-6.669603,Naas,Kildare County Council,MR. TOM MCDONALD,info@phcol.ie,045897885,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,501,548,"1,049"
2025,70720G,St Farnan's Post Primary School,Prosperous,Co. Kildare,,,Kildare,W91W520,53.286808,-6.7514,Prosperous_Clane,Kildare County Council,MR ANDREW PURCELL,principal@stfarnans.ie,045868152,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,317,359,676
2025,70730J,Ardscoil Rath Iomgháin,Rathangan,Co Kildare,,,Kildare,R51DA36,53.218076,-6.994439,Rathangan,Kildare County Council,MR PAUL MURPHY,admin@ardscoilrathangan.ie,045528196,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,380,371,751
2025,70740M,Glenart College,Coolgreaney Rd,Arklow,Co Wicklow,,Wicklow,Y14YR52,52.796379,-6.174449,Arklow,Wicklow County Council,DAMIEN CLONEY,glenartcollege@kwetb.ie,040232149,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,295,338,633
2025,70750P,Scoil Chonglais,Baltinglass,Co Wicklow,,,Wicklow,W91H5XC,52.937899,-6.701157,Baltinglass,Wicklow County Council,PATRICK MAGUIRE,info@scoilchonglais.ie,0596481449,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,232,220,452
2025,70760S,Blessington Community College,Naas Rd,Blessington,Co Wicklow,,Wicklow,W91RD30,53.170294,-6.539432,Blessington,Wicklow County Council,MR KIERAN BURKE,blessingtoncc@kwetb.ie,045865170,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,387,350,737
2025,70790E,Coláiste Bhríde Carnew,Carnew,Arklow,Co Wicklow,,Wicklow,Y14WA00,52.709857,-6.501971,Carnew,Wicklow County Council,ANNA GAHAN,cbcarnew@kwetb.ie,0539426318,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,402,428,830
2025,70800E,St Kevin's Community College,Dunlavin,Co Wicklow,,,Wicklow,W91R971,53.054165,-6.696857,Dunlavin,Wicklow County Council,BRIAN DORAN,stkevinscc@kwetb.ie,045406000,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,399,430,829
2025,70810H,Avondale Community College,Rathdrum,Co Wicklow,,,Wicklow,A67RR26,52.934487,-6.236096,Rathdrum,Wicklow County Council,ELAINE FITZGERALD,AvondaleCC@kwetb.ie,040446445,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,312,332,644
2025,70821M,Coláiste Raithín,Bóthar Bhaile Átha Cliath,Bré,Co Chill Mhantain,,Wicklow,A98X3A3,53.210018,-6.108284,Bray,Wicklow County Council,DÉAGLÁN Ó LAOIRE,colaisteraithin@kwetb.ie,012865180,Day,Mixed,Vocational,N,N,N,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,188,138,326
2025,70830N,Ennis Community College,Harmony Row,Ennis,Co Clare,,Clare,V95XD66,52.847187,-8.987691,Ennis,Clare County Council,JAMES O'SHAUGHNESSY,james.oshaughnessy@eccdrive.com,0656829432,Day,Mixed,Vocational,N,Y,N,N,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL,238,376,614
2025,70860W,St Michael's Community College,Kilmihil,Co Clare,,,Clare,V15TD30,52.724802,-9.321161,Kilmihill,Clare County Council,MS HELENA KEANE,stmichaelscckilmihil@lcetb.ie,0659050021,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,148,135,283
2025,70880F,St Joseph's Community College,Carrigaholt Road,Kilkee,Co. Clare,,Clare,V15EK83,52.674576,-9.650325,Kilkee,Clare County Council,MS AGNES HEHIR,kilkeecommunitycollege@lcetb.ie,0659056446,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,88,83,171
2025,70900I,Scariff Community College,Scariff Community College,Drewsborough,Scariff,Co Clare,Clare,V94Y9W2,52.902641,-8.53559,Scariff,Clare County Council,MS ANGELA MCNAMARA,scc@lcetb.ie,061921083,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,234,195,429
2025,70901K,St Anne's Community College,Killaloe,Co Clare,,,Clare,V94HP60,52.802557,-8.440781,Killaloe,Clare County Council,MS. BEVERLEY HARTIGAN. ACTING PRINCIPAL.,beverley.hartigan@lcetb.ie,061376257,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,363,368,731
2025,70910L,St. Brogan's College,Kilbrogan,Bandon,Co Cork,,Cork,P72X259,51.753663,-8.737996,Bandon,Cork County Council,MS HELEN CADOGAN,admin@sbc.ie,0238841120,Day,Mixed,Vocational,N,Y,N,N,No subjects taught through Irish,MULTI DENOMINATIONAL,450,455,905
2025,70920O,Colaiste Ghobnatan,Baile Mhic Ire,Machromtha,Co Chorcaí,,Cork,P12X239,576979.869314794,520536.798112598,IE05,Cork County Council,GEARÓID Ó CREIMÍN,oifig@colaisteghobnatan.ie,02645058,Day,Mixed,Vocational,N,N,Y,N,All pupils taught all subjects through Irish,INTER DENOMINATIONAL,107,105,212
2025,70931T,Scoil Mhuire,Béal Atha'n Ghaorthaidh,Co Chorcaí,,,Cork,P12YP62,567022.689199004,514931.808951238,IE05,Cork County Council,MR SEAN ÓG Ó DUINNÍN,oifig.scoilmhuire@corketb.ie,02647050,Day,Mixed,Vocational,N,N,Y,N,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL,57,52,109
2025,70950A,Clonakilty Community College,Clonakilty,Co Cork,,,Cork,P85E099,51.624811,-8.887062,Clonakilty,Cork County Council,TOMMY BROWN,clonccoffice@corketb.ie,0238833877,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,96,600,696
2025,70960D,Coachford College,Coachford,Co Cork,,,Cork,P12DY92,51.911887,-8.793481,Coachford,Cork County Council,AINE MARIE NI FHAOLAIN,info@office.coachfordcollege.ie,0217334113,Day,Mixed,Vocational,N,N,N,N,No subjects taught through Irish,INTER DENOMINATIONAL,421,427,848
