Total Enrolment in Mainstream National Schools for the 2024/2025 school year (enrolment is as of 30th September 2024),,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,Address (Line 1),Address (Line 2),Address (Line 3),Address (Line 4),County Description,Eircode,School Latitude,School Longitude,School Planning Area,Email,Phone No.,Principal Name,Local Authority Description,School Type,School Level,DEIS (Y/N),Irish Classification Description,Gaeltacht Indicator (Y/N),Island (Y/N),Ethos Description,Patron,Female,Male,Enrolment per Return
2024,18127A,SN MHUIRE BOYS SENIOR SCHOOL,Railway Road,Belturbet,Co. Cavan,,Cavan,H14WA46,54.098123,-7.443378,Belturbet,stmarysbelturbet@gmail.com,0499522906,Laura Higgins,Cavan County Council,Ordinary,Senior,N,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,0,76,76
2024,18128C,S N MHUIRE MXD,Kiskeam,Mallow,Co. Cork,,Cork,P51X478,52.176589,-9.162204,Boharbue,info@scoilmhuirekiskeam.ie,02976456,Eugene Kelliher,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,26,47,73
2024,18129E,SCOIL NAOMH PEADAR,MOUNTCHARLES,CO DUN NA NGALL,,,Donegal,F94VX99,54.644714,-8.197079,Donegal,stpetersns@gmail.com,0749735459,MR. DAIRE DIVER,Donegal County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,51,56,107
2024,18130M,ST PATRICKS NS,Johnstown Bridge,Enfield,Co. Kildare,,Kildare,A83KD59,53.402469,-6.854386,Longwood,stpatsjtb@yahoo.ie,0469541907,Frances Belton,Kildare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,45,47,92
2024,18131O,S N MUIRE GAN SMAL,Hillhead,Ardara,Co. Donegal,,Donegal,F94X348,54.764386,-8.406651,Glenties,office@stmarysnsardara.com,0749541903,Anita Finnerty,Donegal County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,46,43,89
2024,18132Q,S N MUIRE,Carlanstown,Kells,Co. Meath,,Meath,A82AH22,53.761363,-6.840979,Kells,office@carlanstownns.ie,0469246803,Sarah Curran,Meath County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,79,84,163
2024,18133S,FIONNTAIN NFA N S,Mayglass,Bridgetown,Co. Wexford,,Wexford,Y35TE83,52.24397,-6.5162,Bridgetown,st.fintans.mayglass@gmail.com,0539135279,Nora Lacey,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,59,54,113
2024,18135W,SCOIL ANGELA,Ursuline Primary School,Thurles,Co. Tipperary,,Tipperary,E41PE82,52.681275,-7.811649,Thurles,info@scoilangela.ie,050422561,Bridann Molony,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,178,48,226
2024,18137D,S N Naomh Feargal Boys Senior,FINGLAS WEST,DUBLIN 11,,,Dublin,D11E925,53.387614,-6.306793,Scribblestown_FinglasWest,info@stfergalsbns.ie,018347609,MARY FLYNN,Dublin City Council,Ordinary with Special Classes,Senior,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,4,163,167
2024,18139H,S N NAOMH PADRAIG,TEARMON,Spencer Harbour,Drumkeerin,,Leitrim,N41V344,54.127881,-8.091993,Drumkeerin,stpatsnstarmon@gmail.com,0719648306,Ms Clare Mc Teigue,Leitrim County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,5,10,15
2024,18142T,SCOIL CNOC LOINGE B,KNOCKLONG,CO LIMERICK,,,Limerick,V35A627,52.426678,-8.414691,Bruff_Hospital,knocklongns@live.ie,06253452,Jean Patricia O' Connell,Limerick County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,37,35,72
2024,18145C,SN NMH TREASA,Swinford Road,Kilkelly,Co. Mayo,,Mayo,F35P650,53.874058,-8.854437,Kiltimagh,kilkellyns@gmail.com,0949367371,Richard Phillips,Mayo County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Achonry,19,30,49
2024,18148I,SCOIL BHRIDE MIXED N S,Lann Léire,Ardee Road,Dunleer,Co. Louth,Louth,A92YW92,53.831389,-6.400498,Dunleer,dunleerns@gmail.com,0416851324,Brendan O Donoghue,Louth County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,107,101,208
2024,18150S,FRAOCH MOR N S,Scoil an Fhraoich Mhóir,The Heath,Portlaoise,Laois,Laois,R32XW40,53.055482,-7.223952,Portlaoise,office@theheathns.com,0578646658,David O'Brien,Laois County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,100,114,214
2024,18151U,S N MHUIRE,Convent Road,Milford,Co. Donegal,,Donegal,F92D744,55.090185,-7.703843,Milford,milfordns2016@gmail.com,0749153494,Sharon Peoples,Donegal County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,113,106,219
2024,18153B,S N PADRAIG NAOFA C,Gardiner's Hill,Cork,,,Cork,T23VAD9,51.908303,-8.454528,Montenotte_CorkCity,office@stpatricksgirls.net,0214509246,Eileen Kelly,Cork City Council,Ordinary,Senior,Y,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,134,,134
2024,18154D,S N PADRAIG NAOFA,Dillon's Cross,Cork,,,Cork,T23AX20,51.907566,-8.454685,Montenotte_CorkCity,Office@stpatricksinfants.ie,0214551593,Anne O' Connell,Cork City Council,Ordinary with Special Classes,Junior,Y,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,43,50,93
2024,18157J,ST RYNAGHS N S,BANAGHER,BIRR,,,Offaly,R42H221,53.18717,-7.984191,Banagher,principal@strynaghsns.com,0579151419,FERGAL MCMAHON,Offaly County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,118,133,251
2024,18158L,S N SEAMUS NAOFA,Robinstown,Glenmore,Co. Kilkenny,,Kilkenny,Y34C527,52.352326,-7.033786,Waterford,glenmorens@gmail.com,051880269,Laura Kelly,Kilkenny County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,41,48,89
2024,18161A,CASTLECONNELL N S,Castleconnell,Co. Limerick,,,Limerick,V94XA43,52.714081,-8.495324,Newport,secretary@castleconnellns.ie,061377594,Richie Ryan,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,114,125,239
2024,18163E,SN N BREANDAIN,EANACH DHUIN,COR AN DOLA,CO NA GAILLIMHE,,Galway,H91C963,53.386714,-9.066418,Galway City,oifig@scoileanachdhuin.ie,091791661,Laura Dunne,Galway County Council,Ordinary,All Through,N,All subjects through Irish,Y,N,Catholic,Archbishop of Tuam,63,74,137
2024,18164G,S N BUIRGHEAS,NENAGH,CO TIPPERARY,,,Tipperary,E45FP97,52.828649,-8.304488,Nenagh,info@burgessns.com,06734515,Emma Long,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,36,46,82
2024,18165I,TISRARA NATIONAL SCHOOL,Tisrara,Four Roads,Co. Roscommon,,Roscommon,F42T295,53.509316,-8.224511,Roscommon,tisrara.primaryschool@gmail.com,0906623367,Larry Tiernan,Roscommon County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Elphin,27,24,51
2024,18166K,CLUAIN EIDHNEACH N S,CLUAIN EIDHNEACH,MOUNTRATH,CO LAOIS,,Laois,R32CP84,53.002997,-7.472826,Mountrath,clonenaghns@gmail.com,0578732516,Melissa Burnell,Laois County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cashel, Ferns & Ossory COI",44,43,87
2024,18167M,S N AINE NFA SEAFIELD,Seafield,Bonmahon,Co. Waterford,,Waterford,X42TH28,52.15439,-7.38343,Kilmacthomas,seafieldns57@gmail.com,051292213,Paddy Doyle,Waterford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Waterford & Lismore,41,29,70
2024,18169Q,S N RATH RIAGAIN,Rathregan,Batterstown,Dunboyne,Co. Meath,Meath,A86T665,53.468381,-6.534679,Dunboyne,office@rathreganns.ie,018259208,Elaine Dunne,Meath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,40,50,90
2024,18170B,S N Muire na Freastogala Girls Senior School,Assumption Senior Girls NS,Long Mile Rd,Walkinstown,Dublin 12,Dublin,D12FK49,53.323215,-6.332355,Dolphin's Barn_D12,info@assumptionseniorgns.ie,014508309,Maeve Crowe,Dublin City Council,Ordinary with Special Classes,Senior,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,229,,229
2024,18172F,GLENEELY N S,Gleneely,Killygordon,Co. Donegal,,Donegal,F93EV88,54.767089,-7.684404,Stranorlar,principal@gleneely.com,0749149395,Pauline Dowds,Donegal County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Derry,22,26,48
2024,18173H,S N BRIOTAS,Brittas,Co. Dublin,,,Dublin,D24WK77,53.235078,-6.452344,Blessington,cormac_o_farrell@hotmail.com,014582311,Cormac O'Farrell,South Dublin County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,41,36,77
2024,18174J,S N CAITRIONA NAOFA,Oristown,Kells,Co. Meath.,,Meath,A82DP71,53.720332,-6.789701,Kells,oristownns@gmail.com,0469241425,Owen Creevey,Meath County Council,Ordinary,All Through,N,No subjects through Irish,Y,N,Catholic,Bishop of Meath,74,79,153
2024,18177P,SCOIL AINE NAOFA,Rathkeale,Co. Limerick,,,Limerick,V94YY15,52.524762,-8.939842,Rathkeale,info@stannesps.ie,06964779,Mairéad O'Donnell,Limerick County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Limerick,166,58,224
2024,18178R,ST JOSEPHS CONVENT,Dublin Road,Longford Town,,,Longford,N39DY23,53.725918,-7.794386,Longford_Newtownforbes,office@stjosephsns.ie,0433345700,Orla Egan,Longford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,393,148,541
2024,18179T,S N BRIDE,Lackagh,Monasterevin,Co. Kildare,,Kildare,W34VW50,53.166085,-7.008034,Monasterevin,info@scoilbhridelackagh.ie,045529134,Niamh O'Loughlin,Kildare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,45,61,106
2024,18181G,St. Hugh's N.S.,Dowra,via Carrick-on-Shannon,Co. Leitrim,,Leitrim,N41TC66,54.185926,-8.009623,Drumkeerin,info@sainthughs.com,0719643444,Padraig Kenny,Leitrim County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kilmore,24,32,56
2024,18182I,NAOMH ATRACHTA,KINGSLAND,MAINISTIR NA BUILLE,CO ROSCOMMON,,Roscommon,F52PH39,53.914856,-8.378897,Boyle,office@kingslandns.ie,0949870608,Sylvia Cunniffe,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,20,13,33
2024,18183K,QUEEN OF UNIVERSE N S,Long Range,Muinebeagh,Co. Carlow,,Carlow,R21T280,52.701557,-6.963339,Bagenalstown,info@queenoftheuniversens.com,0599721075,Cathal Cole,Carlow County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,181,86,267
2024,18184M,S N CILL LÚRAIGH,Causeway,Tralee,Co. Kerry,,Kerry,V92EY40,52.420419,-9.739994,Causeway,killuryns1@gmail.com,0667131088,Padraig Regan,Kerry County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,37,47,84
2024,18186Q,SCOIL PHADRAIG NAOFA,Carrickedmond,Kilcurry,Dundalk,Co. Louth,Louth,A91D302,54.044353,-6.425475,Dundalk,office@kilcurryns.ie,0429339310,Tom O'Connor,Louth County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Armagh,78,129,207
2024,18190H,S N CRONAIN NFA AN CARN,Carron,Ennis,Co. Clare,,Clare,V95YA22,53.037799,-9.075166,Lisdoonvarna,carronschool@gmail.com,0657089201,Mary Quealy,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",13,3,16
2024,18191J,S N RAITHIN,RAHEEN,ENNISCORTHY,CO WEXFORD,,Wexford,Y21E129,52.391652,-6.795822,New Ross,contactus@raheennswexford.net,051428258,Sarah Browne,Wexford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,70,74,144
2024,18193N,S N NAOMH FIONTAN,Lismacaffrey,Mullingar,Co. Westmeath,,Westmeath,N91CF40,53.713345,-7.459263,Granard,stfintansnslismacaffrey@gmail.com,0436685233,Conor O' Farrell,Westmeath County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,12,15,27
2024,18194P,CIARAN NAOFA,Cooly,Fuerty,Co. Roscommon,,Roscommon,F42YK22,53.613625,-8.287659,Roscommon,Fuertyns@gmail.com,0906663433,Rosita Murphy,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Elphin,27,39,66
2024,18196T,St Patrick's National School,Boherash,Glanworth,Co. Cork,,Cork,P51DP04,52.192381,-8.358375,Fermoy,principalglanworthns@gmail.com,02538404,Catriona O'Donovan,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,59,54,113
2024,18198A,PADRAIG NAOFA N S,AVOCA,CO WICKLOW,,,Wicklow,Y14X588,52.851971,-6.206638,Arklow,avocans@hotmail.com,040235331,Kathy Van Eesbeck,Wicklow County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,88,79,167
2024,18203N,Scoil Náisiúnta Cúil an tSúdaire 2,Sandy Lane,Portarlington,Co. Laois,,Laois,R32Y195,53.157234,-7.191134,Portarlington,office@sandylanenationalschool.ie,0578643281,John Noonan,Laois County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Bishop of Meath & Kildare COI,39,40,79
2024,18205R,Finglas Parochial National School,Church Street,Finglas,Dublin 11,,Dublin,D11XT35,53.38836,-6.303502,Scribblestown_FinglasWest,principal@finglasparochialns.ie,018347349,Rachel Adams,Dublin City Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Dublin & Bishop of Glendalough COI,32,38,70
2024,18206T,NA CARRAIGE N S,Rock,Mountmellick,Co. Laois,,Laois,R32AP98,53.115223,-7.287338,Mountmellick,therockns20@gmail.com,0578624490,Liam Ahern,Laois County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,97,104,201
2024,18207V,S N BAILE AN ATHA,Grange Road,Ballina,Co. Tipperary,,Tipperary,V94V8X6,52.811019,-8.437082,Killaloe,office@ballinaprimaryschool.com,061376340,Bernice O'Connell,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,191,222,413
2024,18212O,Scoil na Maighdine Mhuire,Harbour Street,Mullingar,Co. Westmeath,,Westmeath,N91YD83,53.528397,-7.342611,Mullingar,adminsnr@presentationmullingar.ie,0449340933,Claire Dorr,Westmeath County Council,Ordinary with Special Classes,Senior,Y,No subjects through Irish,N,N,Catholic,Bishop of Meath,154,153,307
2024,18213Q,S N LEAMHACH,Leugh,Thurles,Co. Tipperary,,Tipperary,E41NF72,52.707669,-7.843692,Thurles,leughns@hotmail.com,050423111,Louise Corbet,Tipperary (Nr) County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,51,79,130
2024,18214S,S.N. Cill Conla,CILL CONLA,BALLYBUNION,CO KERRY,,Kerry,V31YC04,52.549234,-9.651569,Ballybunion,cillconla@gmail.com,0879883596,Ms Aoife McMahon,Kerry County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kerry,15,19,34
2024,18217B,SCOIL PADRE PIO N S,Churchfield Terrace West,Churchfield,Cork,,Cork,T23DH24,51.907085,-8.492163,Gurranbraher_CorkCity,principal@scoilpadrepio.com,0214302045,Sinéad Elliffe,Cork City Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,133,146,279
2024,18219F,SN CHONAILL,Machaire Chlochair,Bun Beag,Co. Dhún na nGall,,Donegal,F92DD30,55.060334,-8.298542,Gweedore,snchonaill@gmail.com,0876685115,Pádraig Mac Grianna,Donegal County Council,Ordinary with Special Classes,All Through,Y,All subjects through Irish,Y,N,Catholic,Bishop of Raphoe,50,60,110
2024,18225A,S N MHUIRE MILIUC,STONEPARK,"MEELICK,VIA LIMERICK",Co. Clare,,Clare,V94E0C0,52.696922,-8.673975,Limerick City,info@meelickschool.ie,061327088,MARIA LOONEY,Clare County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Limerick,51,35,86
2024,18227E,SCOIL MHUIRE NAISIUNTA,Newtown,Corofin,Co. Clare,,Clare,V95YP02,52.945187,-9.0587,Ennis,corofinnsclare@gmail.com,0656837302,Brian Russell,Clare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,50,53,103
2024,18233W,St Johns Parochial School,Ashe Street,Tralee,Co. Kerry,,Kerry,V92EV50,52.271352,-9.703845,Tralee,info@jschooltralee.com,0667128142,Michael O'Toole,Kerry County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Limerick, Killaloe & Ardfert COI",29,34,63
2024,18234B,SCOIL NAOMH PADRAIG,Oram,Castleblayney,Co. Monaghan,,Monaghan,A75XN97,54.144866,-6.695742,Castleblaney,oramnationalschool@gmail.com,0879548825,Kate Brady,Monaghan County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Clogher,39,45,84
2024,18235D,S N MUIRE AN PORT MOR,Ross Road,Ferrybank,Waterford,,Waterford,X91AF80,52.268228,-7.099023,Waterford,admin@ferrybankbns.ie,051851399,James Robinson,Waterford City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,,213,213
2024,18236F,Scoil Naomh Mhuire National School,BEAL ATHA DA THUILLE,CO LUIMNI,,,Limerick,V94VK23,52.557848,-9.19901,Tarbert,office@ballyhahillns.org,06982217,Martina Griffin,Limerick County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Limerick,18,17,35
2024,18241V,SCOIL NAOMH CHOLMCILLE,DRUMMAN,RAMELTON,CO DONEGAL,,Donegal,F92NY91,55.041995,-7.704568,Milford,drumman@live.ie,0749151430,ROSEMARY MC GEE,Donegal County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Raphoe,28,36,64
2024,18242A,CARNEW N S,Carnew,Arklow,Co. Wicklow,,Wicklow,Y14XR62,52.711927,-6.504331,Carnew,carnewns@gmail.com,0539426315,Kevin O'Donnell,Wicklow County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ferns,84,107,191
2024,18246I,S N BAILE MUINE,Ballymoney,Ballineen,Co. Cork,,Cork,P47NW40,51.732625,-8.951532,Dunmanway,ballymoneyns.ias@gmail.com,0238847583,Shireen Rountree,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cork, Cloyne & Ross COI",9,12,21
2024,18247K,S N Mhuire na mBraithre,Clounalour,Tralee,Co. Kerry,,Kerry,V92FD62,52.27269,-9.698771,Tralee,secretary@cbsprimarytralee.com,0667124029,Brendan Smith,Kerry County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kerry,188,236,424
2024,18250W,S N BAILE MOR,Ballymore,Portnablagh,Co. Donegal,,Donegal,F92E426,55.160097,-7.922336,Falcarragh,ballymoreschool@yahoo.co.uk,0749136255,Cait Ní Chuirean,Donegal County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Church Of Ireland,Bishop of Derry & Raphoe COI,5,7,12
2024,18251B,AYR HILL N S RAMELTON,Tank Road,Ramelton,Letterkenny,Co. Donegal,Donegal,F92WT21,55.036029,-7.646633,Milford,office@ayrhillns.com,0749151512,Sandra MOORE,Donegal County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Presbyterian,Presbytery of Derry & Donegal,18,14,32
2024,18252D,SCOIL MHUIRE,Doire Glinne,Sraith Salach,Co. na Gaillimhe,,Galway,H91P6A0,53.429034,-9.422327,Oughterard,smdoire@hotmail.com,091552810,Sinéad Ní Chadhain,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",12,14,26
2024,18253F,SCOIL NAOMH CAITRIONA,Bishopstown Avenue West,Model Farm Road,Cork,,Cork,T12TF74,51.886685,-8.516124,Glasheen_CorkCity,office@stcathns.com,0214546868,Claire O'Donovan,Cork City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cork & Ross,417,,417
2024,18256L,SCOIL BHRIGHDE,Tyholland,Co. Monaghan,,,Monaghan,H18YK29,54.277627,-6.90577,Monaghan,scoilbhridesilverstream@gmail.com,04784977,Kathy Ronaghan,Monaghan County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Clogher,43,31,74
2024,18257N,S N BAILE AN FHASAIGH,Ballyfacey,Glenmore,via New Ross,Co. Kilkenny,Kilkenny,X91C439,52.371044,-7.06982,New Ross,ballyfaceyns@gmail.com,051880388,Tommie O'Gorman,Kilkenny County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ossory,30,24,54
2024,18258P,NAOMH EARNAIN N S,KILLASHEE,LONGFORD,CO LONGFORD,,Longford,N39CK85,53.679348,-7.879022,Lanesboro,killasheens@gmail.com,0433348676,MARTINA MARY CHAPMAN,Longford County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,13,16,29
2024,18259R,Lanesborough Primary School,Lanesborough,Co. Longford,,,Longford,N39EH04,53.673705,-7.987672,Lanesboro,smgslb2020@gmail.com,0433321545,Niamh Rowan,Longford County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Ardagh & Clonmacnoise,44,43,87
2024,18260C,SCOIL MHUIRE,Broadford,Charleville,Co. Limerick,,Limerick,P56VW31,52.345931,-8.969355,Dromcollogher,scoilmhuire@broadfordns.ie,06384214,Belinda Murphy,Limerick County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Limerick,69,75,144
2024,18262G,LOCHAN AN BHEALAIGH N S,Loughanavally,Mullingar,Co. Westmeath,,Westmeath,N91KN56,53.486565,-7.523238,Mullingar,loughanavallyns@gmail.com,0449226417,Daniel Mulvihill,Westmeath County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Meath,34,30,64
2024,18265M,BHRIDE N S,Ardough,Bilboa,Carlow,Co. Laois,Laois,R93T611,52.796963,-7.047346,Carlow,ardoughns@gmail.com,0599140611,Sinead Moore,Laois County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,5,7,12
2024,18266O,BALLYGOWN NS,CASTLETOWNROCHE,CO. CORK,,,Cork,P51FK18,52.191952,-8.519687,Doneraile,ballygownschool2@gmail.com,02226611,JOHN HANNON,Cork County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Cloyne,39,65,104
2024,18267Q,CROINCHOILL N S,Crinkill,BIRR,CO OFFALY,,Offaly,R42P585,53.080165,-7.89607,Birr,office@crinkillns.ie,0579120803,SANDRA NOLAN,Offaly County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Killaloe,133,112,245
2024,18268S,S N CILLININ,Killeeneen,Craughwell,Galway,,Galway,H91E293,53.220797,-8.807737,Athenry,killeeneen2@gmail.com,091796404,SIOBHÁN GOHERY,Galway County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,"Bishop of Galway, Kilmacduagh & Kilfenora",91,107,198
2024,18272J,Lecarrow Community National School,Lecarrow,Co. Roscommon,,,Roscommon,F42HC83,53.542533,-8.041444,Roscommon,lecarrowcns@gretb.ie,0906661242,Tracy Kilgannon,Roscommon County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Multi Denominational,Galway and Roscommon ETB,20,13,33
2024,18279A,St Mary's Church of Ireland N.S,Waterpark,Carrigaline,Co. Cork,,Cork,P43V243,51.819334,-8.385464,Carrigaline,carrigalinens@gmail.com,0214371995,Olive Bradfield,Cork County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Church Of Ireland,"Bishop of Cork, Cloyne & Ross COI",97,112,209
2024,18280I,SCOIL NAOMH IOSEPH,Gorey,Co. Wexford,,,Wexford,Y25E135,52.678405,-6.312362,Gorey,podgegorey@yahoo.ie,0539421178,Padraig Cronin,Wexford County Council,Ordinary with Special Classes,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Ferns,221,293,514
2024,18282M,SN PAROISTE MAITIU NFA,Cranfield Place,Sandymount,Dublin 4,,Dublin,D04FK11,53.337333,-6.221156,Dublin2_Dublin4,secretary@stmatts.ie,016603145,Cliodhna O'Reilly,Dublin City Council,Ordinary,All Through,N,No subjects through Irish,N,N,Church Of Ireland,Archbishop of Dublin & Bishop of Glendalough COI,108,101,209
2024,18283O,SCOIL MHUIRE,Knockognoe,Brosna,Co. Kerry,,Kerry,V92E982,52.312633,-9.276547,Abbeyfeale,scoilmhuirebrosna@gmail.com,06844577,John Cahill,Kerry County Council,Ordinary,All Through,Y,No subjects through Irish,N,N,Catholic,Bishop of Kerry,17,23,40
2024,18285S,S N CILL CHUIMIN,Thurles,Co. Tipperary,,,Tipperary,E41DK00,52.690942,-8.14644,Newport,kilcommonschool@gmail.com,06278144,Eileen Ryan,Tipperary (Nr) County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Archbishop of Cashel & Emly,13,8,21
2024,18286U,S N na hAcrai,Acres,Burtonport,Co. Donegal,,Donegal,F94VY97,54.981898,-8.423021,Dungloe,acresschool@gmail.com,0749542134,Seán Mac Fhionghaile,Donegal County Council,Ordinary,All Through,Y,No subjects through Irish,Y,N,Catholic,Bishop of Raphoe,37,30,67
2024,18287W,S N na Maighdine Mhuire,Garrisker,Broadford,Co. Kildare,,Kildare,W91Y512,53.420466,-6.963463,Longwood,secretary@broadfordnskildare.ie,0469551323,Cara O Mahony,Kildare County Council,Ordinary,All Through,N,No subjects through Irish,N,N,Catholic,Bishop of Kildare & Leighlin,33,34,67
2024,18288B,SCOIL MHICHIL NAOFA,Mount Hawkins,Athy,Co. Kildare,,Kildare,R14XD86,52.993936,-6.980782,Athy,schmhna@gmail.com,0598631794,Sean Hourihane,Kildare County Council,Ordinary with Special Classes,All Through,Y,No subjects through Irish,N,N,Catholic,Archbishop of Dublin,237,265,502
