Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Patron,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2023-2024
2023,68325L,Coláiste Chiaráin,Summerhill,Athlone,Co. Roscommon,,N37AH97,53.409291,-7.987228,Athlone,Roscommon,Roscommon County Council,MR. BRENDAN WALDRON,info@ccathlone.ie,090 6492383,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,402,456,858
2023,68345R,Wicklow Educate Together Secondary School,The Glebe,Wicklow Town,,,A67N797,52.982571,-6.048837,Wicklow,Wicklow,Wicklow County Council,MR. JOHN MADDOCK,reception@etsswicklow.ie,040433060,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,91,212,303
2023,68346T,Belmayne Educate Together Secondary School,Belmayne Avenue,Dublin 13,,,D13H2VR,53.402287,-6.167946,Donaghmede_Howth_D13,Dublin,Fingal County Council,MS. ASHLING KENEVEY,info@belmayneetss.ie,01-5392455,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,192,225,417
2023,68347V,Galway City & Oranmore Educate Together Secondary School,Newtownsmith,Galway City Centre,Galway,,H91DP11,53.274795,-9.054039,Galway City,Galway,Galway City Council,MS. SARAH MOLLOY,admin@galwayetss.ie,091 394262,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,129,152,281
2023,68348A,Laytown & Drogheda Educate Together Secondary School,Mill Road,Colpe,Drogheda,Co. Meath,A92K0VC,53.708837,-6.297774,Drogheda,Meath,Meath County Council,SUSAN CAMPBELL,office@droghedaetss.ie,0419749803,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,194,194,388
2023,68365A,Harolds Cross Educate Together Secondary School,151 -153 Harold's Cross Road,Dublin 6W,,,D6WHP44,53.323647,-6.277665,Dublin6_Clonskeagh,Dublin,Dublin City Council,MR. PADRAIG CONATY,Office@hcetss.ie,015077280,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,124,152,276
2023,68366C,Goatstown Educate Together Secondary School,Upper Churchtown Road,Dublin 14,,,D14Y563,53.293664,-6.251396,Ballinteer_Stepaside_DLR,Dublin,Dun Laoghaire Rathdown,MR. JONATHAN BROWNER,office@goatstownetss.ie,012964449,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,108,113,221
2023,68385G,Le Cheile Secondary School Ballincollig,Innishmore,Ballincollig,,,P31A072,51.890167,-8.602894,Ballincollig,Cork,Cork City Council,MS. NICOLA O CALLAGHAN,info@lecheileballincollig.ie,0212362879,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,55,62,117
2023,68386I,Gorey Educate Together Secondary School,Fort Road,Gorey,Co.Wexford,,Y25A7V7,52.682304,-6.301055,Gorey,Wexford,Wexford County Council,MR. CONOR BERRY,admin@goreyetss.ie,0877860746,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,87,102,189
2023,68387K,Blackrock Educate Together Secondary School,Booterstown,Dun Laoghaire,,,,53.326001,-6.227136,Dublin2_Dublin4,Dublin,Dublin City Council,MR. DONAL EVOY,office@blackrocketss.ie,019120440,MULTI DENOMINATIONAL,Educate Together,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,57,91,148
2023,68405J,Coláiste Muire Máthair,St. Mary's Road,Galway,,,H91H7F8,53.271062,-9.067111,Galway City,Galway,Galway City Council,MS. ELIZABETH HERNON,principal@cmmg.ie,091 521984,CATHOLIC,"CEIST, Bishop of Galway, Kilmacduagh, Kilfenora",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,270,475,745
2023,68425P,Coláiste Abhainn Rí,Clashcollaire,Callan,,,R95N267,52.547748,-7.388513,Callan,Kilkenny,Kilkenny County Council,MR. ANTHONY LEAHY,principal@abhainnri.ie,0567813132,CATHOLIC,CEIST,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,279,376,655
2023,68445V,St. Seton's Secondary School,Le Fanu Road,Ballyfermot,,Dublin 10,,53.344801,-6.354694,Ballyfermot_D10,Dublin,Dublin City Council,MS. SARAH GREEN,sgreen@stsetons.ie,01 626 4943,OTHER/UNKNOWN,"Trusteeship of the Le Chéile Schools Trust, CEIST",Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,461,300,761
2023,68466G,High Cross College,North Campus,Currylea,Tuam,Co Galway,H54V260,53.517751,-8.850187,Tuam,Galway,Galway County Council,MS. NEASA COSGROVE,office@highcrosscollege.ie,09324575,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,853,7,860
2023,70010V,Balbriggan Community College,Pine Ridge,Chapel St.,Balbriggan,Co Dublin,K32HE19,53.611254,-6.188233,Balbriggan,Dublin,Fingal County Council,Emmett Sheridan,emmetsheridan@balbriggancc.net,018412388,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,247,435,682
2023,70020B,Grange Community College,Grange Abbey Road,Donaghmede,Dublin 13,,D13NX25,53.40048,-6.157059,Donaghmede_Howth_D13,Dublin,Dublin City Council,Séan Smyth,grangeccadmin@ddletb.ie,018471422,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,239,247,486
2023,70021D,Coláiste de hÍde,Br Chaisleáin Thigh Mótháin,Tamhlacht,,Baile Atha Cliath 24,D24NP82,53.301247,-6.349295,Tallaght,Dublin,South Dublin County Council,Conchubhair Mac Gloinn,eolas@colaistedehide.ie,014513984,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,151,130,281
2023,70040H,Deansrath Community College,Westbourne Rise,Clondalkin,Dublin 22,,D22RY77,53.324144,-6.42043,Clondalkin_D22,Dublin,South Dublin County Council,Helen Taylor,info@deansrathcc.ie,014574144,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,156,227,383
2023,70041J,Collinstown Park Community College,Neilstown Rd.,Rowlagh,Clondalkin,Dublin 22,D22X458,53.341288,-6.396128,Palmerstown_Ronanstown_D20_22,Dublin,South Dublin County Council,Ms Pauline Duffy,collinstown@collinstownpark.ie,014572300,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,266,327,593
2023,70042L,St. Kevin's Community College,Fonthill Road,Clondalkin,Dublin 22,,D22K314,53.352914,-6.405442,Lucan,Dublin,South Dublin County Council,Tony Barry,admin@stkevinscc.ie,016266277,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,205,229,434
2023,70080T,Lucan Community College,Esker Drive,Lucan,Co Dublin,,K78TF67,53.34767,-6.449756,Lucan,Dublin,South Dublin County Council,Diane Birnie,admin@lucancc.ie,016282077,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,424,505,929
2023,70081V,Rath Dara Community College,Rath Dara Community College,Blanchardstown Road North,Dublin 15,,D15P380,53.401924,-6.379346,Mulhuddart_Tyrrelstown_D15,Dublin,Fingal County Council,Emily Boyle,rcc@ddletb.ie,018201488,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,142,155,297
2023,70100W,Coláiste Chilliain,Bóthar Nangor,Cluain Dolcáin,Baile Atha Cliath 22,,D22EW08,53.323818,-6.402559,Clondalkin_D22,Dublin,South Dublin County Council,Feargal Ó Giolláin,eolas@colaistechilliain.ie,014574888,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,224,209,433
2023,70120F,St Finians Community College,Castlefarm,Swords,Co Dublin,,K67YN93,53.465233,-6.224601,Swords,Dublin,Fingal County Council,Ms. Patricia Knightly,stfinians@ddletb.ie,018402623,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,312,346,658
2023,70121H,Fingal Community College,Seatown Road,Swords,Co Dublin,,K67E330,53.460697,-6.216778,Swords,Dublin,Fingal County Council,Martina Donnellan,mdonnellan@fingalcc.ie,018405829,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,393,468,861
2023,70130I,Greenhills College,Limekiln Avenue,Greenhills,Dublin 12,,D12DP8W,53.307199,-6.335139,Dolphin's Barn_D12,Dublin,South Dublin County Council,Noirin Lannon,admin@greenhillscollege.ie,014507779,MULTI DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,0,155,155
2023,70140L,Firhouse Community College,Firhouse Road,Dublin 24,,,D24HY03,53.276203,-6.348676,Firhouse_Oldbawn,Dublin,South Dublin County Council,Senan Nolan,firhousecc@ddletb.ie,014525807,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,397,413,810
2023,70141N,Mount Seskin Community College,Jobstown,Tallaght,Dublin 24,,D24K033,53.278795,-6.410178,Tallaght,Dublin,South Dublin County Council,Charlie Ferguson,charlieferguson@ddletb.ie,014525788,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,168,171,339
2023,70150O,Cabra Community College,Kilkieran Road,Cabra,Dublin 7,,D07XC84,53.368768,-6.294265,Cabra_Phibsboro_D7,Dublin,Dublin City Council,Mr Neil Flatherty,info@cabracc.cdetb.ie,018389577,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,96,144,240
2023,70160R,Clogher Road Community College,Clogher Road,Crumlin,Dublin 12,,D12YP11,53.327314,-6.294598,Dolphin's Barn_D12,Dublin,Dublin City Council,Lesley Byrne,info@clogher.cdetb.ie,014536397,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,86,160,246
2023,70180A,Coláiste Eoin,Cappagh Road,Finglas West,Dublin 11,,D11AY65,53.388041,-6.309375,Scribblestown_FinglasWest,Dublin,Dublin City Council,Neil Dunphy,info@eoin.cdetb.ie,018341426,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,108,177,285
2023,70200D,Ringsend College,Cambridge Road,Ringsend,Dublin 4,,D04N227,53.343798,-6.224043,Dublin2_Dublin4,Dublin,Dublin City Council,Jonathan Walker,info@ringsend.cdetb.ie,016684498,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,127,80,207
2023,70240P,Kylemore College,Kylemore Road,Ballyfermot,Dublin 10,,D10RY73,53.345117,-6.351674,Ballyfermot_D10,Dublin,Dublin City Council,Ms Deirdre Nolan,info@kylemore.cdetb.ie,016265901,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,179,262,441
2023,70250S,Marino College,14-20 Marino Mart,Fairview,Dublin 3,,D03DR72,53.36441,-6.231585,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,Lisa Reid,lisa.reid@marino.cdetb.ie,0879935041,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,145,120,265
2023,70260V,St Mac Dara's Community College,St. Mac Dara's Community College,Wellington Lane,Templeogue,Dublin 6W,D6WEW83,53.2973,-6.327576,Dublin_6w,Dublin,South Dublin County Council,Mr Derek Ward,info@stmacdaras.ie,014566216,INTER DENOMINATIONAL,Dublin & Dún Laoghaire ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,428,413,841
2023,70321P,Ellenfield Community College,The Thatch Road,Whitehall,Dublin 9,,D09RHN3,53.384002,-6.240501,Beaumont_CoolockD5,Dublin,Dublin City Council,Aisling Roche,info@ecc.cdetb.ie,018375712,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,67,45,112
2023,70330Q,Coolock Community College,Clonshaugh Road,Coolock,Dublin 17,,D17KH66,53.396803,-6.213119,Beaumont_CoolockD5,Dublin,Dublin City Council,Sarah Ferns,info@coolockcc.cdetb.ie,018481337,MULTI DENOMINATIONAL,City of Dublin ETB ,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,81,93,174
2023,70350W,St Bricin's College,"Railway Road,","Belturbet,",Co. Cavan,,H14P896,54.099415,-7.443474,Belturbet,Cavan,Cavan County Council,Ms Jody Ó'Gallachóir,info@stbricinscollege.ie,0499522170,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,117,113,230
2023,70360C,St. Mogue's College,Bawnboy,Co Cavan,,,H14VW13,54.122298,-7.677955,Bawnboy,Cavan,Cavan County Council,Ann Conaghan,info@stmoguescollege.ie,0499523112,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,160,128,288
2023,70380I,Breifne College,Cootehill Rd,Cavan,Co Cavan,,H12H798,54.009567,-7.346224,Cavan,Cavan,Cavan County Council,Mr John Crotty,info@breifnecollege.ie,0494331735,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,506,389,895
2023,70390L,Virginia College,Virginia,Co Cavan,,,A82X224,53.831211,-7.084245,Virginia,Cavan,Cavan County Council,Niall Lynch,info@virginiacollege.ie,0498547050,MULTI DENOMINATIONAL,Cavan & Monaghan ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,367,428,795
2023,70400L,Borris Vocational School,Borris,Co Carlow,,,R95Y778,52.5972,-6.917788,Borris,Carlow,Carlow County Council,Pat Coffey,pat.coffey@borrisvs.ie,0599773155,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,262,277,539
2023,70410O,Coláiste Eoin,Hacketstown,Co Carlow,,,R93CY86,52.861469,-6.553467,Hacketstown,Carlow,Carlow County Council,Mr Alan Costello,info@ceh.ie,0596471198,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,168,182,350
2023,70420R,Tyndall College,Mortarstown,Kilkenny Road,Co. Carlow,,R93N5V2,52.818676,-6.943685,Carlow,Carlow,Carlow County Council,Gerry McGill,tyndall.info@kilkennycarlowetb.ie,0599182250,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,507,492,999
2023,70430U,Coláiste Aindriú,Muine Bheag,Co Carlow,,,R21EH27,52.702143,-6.950729,Bagenalstown,Carlow,Carlow County Council,Sharon Coffey,info@colaisteaindriu.ie,0599721335,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,56,95,151
2023,70440A,Gaelcholáiste Cheatharlach,Easca,Ceatharlach,,,R93HY89,52.836841,-6.910891,Carlow,Carlow,Carlow County Council,Orlagh Ni Fhadan,eolas@gcc-cw.ie,0599132130,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,192,158,350
2023,70450D,Killarney Community College,New Road,Killarney,Co Kerry,V93NA48,V93NA48,52.062372,-9.519188,Killarney,Kerry,Kerry County Council,Stella Loughnane,admin@killarneycc.ie,0646632164,MULTI DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,215,249,464
2023,70460G,Community College Killorglin,Killorglin,Co Kerry,,,V93PY05,52.099953,-9.784108,Killorglin_Milltown,Kerry,Kerry County Council,Fiona O'Brien,info@killorglincc.ie,0669761168,MULTI DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,135,152,287
2023,70500P,Coláiste na Ríochta,"Upper Church St.,",Listowel,Co. Kerry,,V31WD34,52.448375,-9.479134,Listowel,Kerry,Kerry County Council,Iseult Glynn,info@colaistenariochta.ie,06821023,MULTI DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,81,102,183
2023,70520V,Castleisland Community College,Tonbwee,Castleisland,Co.Kerry,,V92P528,52.227299,-9.456706,Castleisland,Kerry,Kerry County Council,Teresa Lonergan,info@castleislandcc.com,0667141196,MULTI DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,184,197,381
2023,70540E,Causeway Comprehensive School,Causeway,Tralee,Co Kerry,,V92EP46,52.411878,-9.736091,Causeway,Kerry,Kerry County Council,Mr Cathal Fitzgerald,admin@causewaycs.ie,0667131197,INTER DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,316,300,616
2023,70550H,Coláiste Gleann Lí Post Primary School,Clash Road,Tralee,,,V92XR81,52.272477,-9.686207,Tralee,Kerry,Kerry County Council,Liam McGill,office@gleannli.ie,0667122552,MULTI DENOMINATIONAL,Kerry ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,135,172,307
2023,70560K,Gaelcholáiste Chiarraí,An Chluain Mhór,Trá Lí,Co Chiarraí,,V92V82V,52.266135,-9.691475,Tralee,Kerry,Kerry County Council,Ruairí Ó Cinnéide,eolas@gcchiarrai.ie,0667121650,MULTI DENOMINATIONAL,Kerry ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,181,131,312
2023,70570N,Scoil Aireagail,Ballyhale,Co. Kilkenny,,,R95AH30,52.478746,-7.213059,Ballyhale,Kilkenny,Kilkenny County Council,Helen McTigue,info@scoilaireagail.ie,0567768632,INTER DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,89,103,192
2023,70590T,Duiske College,Graignamanagh,Co Kilkenny,,,R95RR94,52.539894,-6.957376,Graignamanagh,Kilkenny,Kilkenny County Council,John Maye,info@duiskecollege.ie,0599724177,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,75,71,146
2023,70600T,Coláiste Mhuire,Johnstown,Co Kilkenny,,,E41H978,52.744359,-7.559445,Johnstown,Kilkenny,Kilkenny County Council,Martin Gleeson,info@colaistemhuirekk.ie,0568831135,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,268,390,658
2023,70610W,City Vocational School,"New Street,",Kilkenny,,,R95HW74,52.647778,-7.254474,Kilkenny,Kilkenny,Kilkenny County Council,Cathy McSorley,info@kcvs.ie,0567722108,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,117,199,316
2023,70620C,Coláiste Cois Siúire,Mooncoin,Co Kilkenny,,,X91Y168,52.290332,-7.246717,Mooncoin,Kilkenny,Kilkenny County Council,Conor Power,info@colaistecoissiuire.ie,051895112,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,48,105,153
2023,70640I,Grennan College,Ladywell St,Thomastown,Co Kilkenny,,R95T959,52.5283,-7.142545,Thomastown,Kilkenny,Kilkenny County Council,Sean Og O'Sullivan,info@grennancollege.ie,0567724112,MULTI DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,145,175,320
2023,70641K,Coláiste Pobail Osraí,Bóthar Urmhumhan,Cill Chainnigh,,,R95X510,52.648783,-7.252869,Kilkenny,Kilkenny,Kilkenny County Council,Cathnia ó Muircheartaigh,oifig@osrai.ie,0567764557,INTER DENOMINATIONAL,Kilkenny & Carlow ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,106,124,230
2023,70650L,Athy Community College,Tomard,Athy,Co Kildare,,R14KT50,53.001559,-6.986399,Athy,Kildare,Kildare County Council,Richard Daly,mail@athycollege.ie,0598631795,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,285,332,617
2023,70660O,Curragh Community College,McSwiney Road,Curragh,Co Kildare,,R56FW68,53.147578,-6.833804,Curragh,Kildare,Kildare County Council,Nessa Doyle,nessadoyle@kwetb.ie,045441809,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,133,123,256
2023,70670R,Colaiste Lorcain,Castledermot,Co. Kildare,,,R14X620,52.909025,-6.838199,Castledermot,Kildare,Kildare County Council,Eric Gaughran,info@colaistelorcain.com,0599144167,INTER DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,179,174,353
2023,70680U,St Conleth's Community College,Station Road,Newbridge,Co Kildare,,W12C432,53.182507,-6.800841,Newbridge,Kildare,Kildare County Council,Patricia O'Brien,admin@stconlethcc365.ie,045431417,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,400,330,730
2023,70691C,Confey Community College,Confey,Leixlip,Co Kildare,,W23VH66,53.373231,-6.498517,Leixlip,Kildare,Kildare County Council,Mike O Byrne,info@confeycollege.org,016245322,INTER DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,429,474,903
2023,70700A,Maynooth Post Primary School,Moyglare Rd,Maynooth,Co Kildare,,W23HC66,53.384548,-6.596452,Maynooth,Kildare,Kildare County Council,Mr. Johnny Nevin,principal@mpps.ie,016286060,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,475,536,"1,011"
2023,70710D,Piper's Hill College,Killashee,Naas,Co. Kildare,,W91RW14,53.195307,-6.669603,Naas,Kildare,Kildare County Council,Mr. Tom McDonald,info@phcol.ie,045897885,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,480,553,"1,033"
2023,70720G,St Farnan's Post Primary School,Prosperous,Co. Kildare,,,W91W520,53.286808,-6.7514,Prosperous_Clane,Kildare,Kildare County Council,Mr Andrew Purcell,principal@stfarnans.ie,045868152,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,261,311,572
2023,70730J,Ardscoil Rath Iomgháin,Rathangan,Co Kildare,,,R51DA36,53.218076,-6.994439,Rathangan,Kildare,Kildare County Council,Mr Paul Murphy,admin@ardscoilrathangan.ie,045528196,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,371,364,735
2023,70740M,Glenart College,Coolgreaney Rd,Arklow,Co Wicklow,,Y14YR52,52.796379,-6.174449,Arklow,Wicklow,Wicklow County Council,Damien Cloney,glenartcollege@kwetb.ie,040232149,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,278,344,622
2023,70750P,Scoil Chonglais,Baltinglass,Co Wicklow,,,W91H5XC,52.937899,-6.701157,Baltinglass,Wicklow,Wicklow County Council,Patrick Maguire,info@scoilchonglais.ie,0596481449,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,233,232,465
2023,70760S,Blessington Community College,Naas Rd,Blessington,Co Wicklow,,W91RD30,53.170294,-6.539432,Blessington,Wicklow,Wicklow County Council,Mr Kieran Burke,blessingtoncc@kwetb.ie,045865170,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,372,330,702
2023,70790E,Coláiste Bhríde Carnew,Carnew,Arklow,Co Wicklow,,Y14WA00,52.709857,-6.501971,Carnew,Wicklow,Wicklow County Council,Linda Dunne,cbcarnew@kwetb.ie,0539426318,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,460,489,949
2023,70800E,St Kevin's Community College,Dunlavin,Co Wicklow,,,W91R971,53.054165,-6.696857,Dunlavin,Wicklow,Wicklow County Council,Brian Doran,stkevinscc@kwetb.ie,045406000,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,372,357,729
2023,70810H,Avondale Community College,Rathdrum,Co Wicklow,,,A67RR26,52.934487,-6.236096,Rathdrum,Wicklow,Wicklow County Council,Elaine Fitzgerald,AvondaleCC@kwetb.ie,040446445,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,298,333,631
2023,70821M,Coláiste Raithín,Bóthar Bhaile Átha Cliath,Bré,Co Chill Mhantain,,A98X3A3,53.210018,-6.108284,Bray,Wicklow,Wicklow County Council,Déaglán Ó Laoire,colaisteraithin@kwetb.ie,012865180,MULTI DENOMINATIONAL,Kildare & Wicklow ETB,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,183,168,351
2023,70830N,Ennis Community College,Harmony Row,Ennis,Co Clare,,V95XD66,52.847187,-8.987691,Ennis,Clare,Clare County Council,Brian O'Donoghue,info@enniscc.ie,0656829432,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,217,359,576
2023,70860W,St Michael's Community College,Kilmihil,Co Clare,,,V15TD30,52.724802,-9.321161,Kilmihill,Clare,Clare County Council,Ms Helena Keane,stmichaels@kilmihilcc.com,0659050021,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,132,149,281
2023,70880F,St Joseph's Community College,Carrigaholt Road,Kilkee,Co. Clare,,V15EK83,52.674576,-9.650325,Kilkee,Clare,Clare County Council,Ms Agnes Hehir,kilkeecommunitycollege@lcetb.ie,0659056446,INTER DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,94,80,174
2023,70900I,Scariff Community College,Scariff Community College,Drewsborough,Scariff,Co Clare,V94Y9W2,52.902641,-8.53559,Scariff,Clare,Clare County Council,Ms Angela McNamara,scc@lcetb.ie,061921083,MULTI DENOMINATIONAL,Limerick & Clare ETB,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,224,213,437
